Collection ID,Game ID,Name,Expansion,Version ID,Version,Status,Min Players,Max Players,Recommended Players,Best Players,Min Duration,Max Duration,Weight,Plays,Last Play,Rating,BGG Rating,Rank,Estimated Value,altnames,Publisher,Artist,Domain,Family,SuggestedAge,BggImage,Mechanisms,Categories,Designer,YearPublished
-,205637,Arkham Horror: The Card Game,-,-,-,-,1,2,"1, 2",2,60,120,3.5658,0,-,-,7.88988,32,76.73,卡牌|魔鎮驚魂卡牌,Fantasy Flight Games,Christopher Hosch,Customizable Games Thematic Games,Collectible: Living Card Game (Fantasy Flight Games) Game: Arkham Horror - The Card Game Mechanism: Campaign Games Mechanism: Tableau Building Players: Games with expansions that change player count Players: Games with Solitaire Rules Players: Two-Player Only Games Series: Arkham Horror Files (Fantasy Flight Games) Theme: Cthulhu Mythos Versions & Editions: Card Versions of Non-Card Games,13.27,205637.jpg,Action Points Area Movement Communication Limits Cooperative Game Deck Construction Events Hand Management Map Deformation Modular Board Player Elimination Push Your Luck Role Playing Scenario / Mission / Campaign Game Solo / Solitaire Game Stat Check Resolution Variable Player Powers,Adventure Card Game Collectible Components Exploration Horror Novel-based,Nate French,2016
-,359609,Arkham Horror: The Card Game (Revised Core Set),-,-,-,-,1,4,"1, 2, 3, 4",2,45,180,3.7412,0,-,-,7.56805,109,60.21,,Fantasy Flight Games,Christopher Hosch,Customizable Games Thematic Games,Collectible: Living Card Game (Fantasy Flight Games) Game: Arkham Horror - The Card Game Mechanism: Campaign Games Misc: Watch It Played How To Videos Players: Games with expansions that change player count Players: Games with Solitaire Rules Series: Arkham Horror Files (Fantasy Flight Games) Theme: Cthulhu Mythos Versions & Editions: Card Versions of Non-Card Games,14.2,359609.jpg,Action Points Area Movement Communication Limits Cooperative Game Deck Construction Events Hand Management Map Deformation Modular Board Narrative Choice / Paragraph Role Playing Scenario / Mission / Campaign Game Solo / Solitaire Game Stat Check Resolution Variable Player Powers,Adventure Card Game Collectible Components Exploration Fantasy Horror Novel-based,Nate French,2021
-,219650,Arydia: The Paths We Dare Tread,-,-,-,-,1,4,"1, 2, 3, 4",2,60,240,3.3028,0,-,-,7.08251,406,265.4,,Far Off Games,Philipp Ach,Thematic Games,Category: Dungeon Crawler Components: Polyhedral (not D6) dice Crowdfunding: Gamefound Crowdfunding: Kickstarter Crowdfunding: Xinwuji Game: Arydia: The Paths We Dare Tread Mechanism: Campaign Games Players: Games with Solitaire Rules,10.68,219650.png,Cooperative Game Critical Hits and Failures Dice Rolling Grid Movement Line of Sight Modular Board Narrative Choice / Paragraph Role Playing Scenario / Mission / Campaign Game Solo / Solitaire Game Storytelling Tech Trees / Tech Tracks,Adventure Exploration Fantasy Fighting,Cody Miller,2025
-,39683,At the Gates of Loyang,-,-,-,-,1,4,"1, 2, 3",2,60,120,3.1127,0,-,-,7.01847,479,38.19,,Hall Games,Klemens Franz,Strategy Games,Country: China Crowdfunding: Wspieram Digital Implementations: VASSAL Digital Implementations: Yucata Misc: LongPack Games Occupation: Farmer Players: Games with Solitaire Rules Series: Harvest (Uwe Rosenberg),11.89,039683.jpg,Contracts Income Loans Market Open Drafting Solo / Solitaire Game Turn Order: Progressive,Economic Farming,Uwe Rosenberg,2009
121537678,224122,AVES,-,-,-,Own,2,5,"2,3,4,5",3,10,15,1,0,-,5.5,5.4,27962,17.2,,,,,,,,,,,
126661674,378477,Awkward Guests 2: The Berwick Cases,-,-,-,"Own,Wanttoplay",2,2,2,2,30,40,2.27,0,-,7.7,7.8,3954,31.48,名偵大賽2|不速之客2,,,,,,,,,,
56076078,188866,Awkward Guests: The Walton Case,-,-,-,"Own,Wanttoplay",1,8,"2, 3, 4, 5, 6",4,45,75,2.3165,0,-,8,7.0896,399,47.31,名偵大賽|不速之客,Megacorpin Games,Samuel Gonzalo García,Family Games Strategy Games,Components: Player Screens Crowdfunding: Kickstarter Crowdfunding: Verkami Digital Implementations: Board Game Arena Players: Games with Solitaire Rules Series: Awkward Guests Theme: Mystery / Crime,11.62,188866.jpg,Deduction Hand Management Trading,Card Game Deduction Movies / TV / Radio theme Murder / Mystery,Ron Gonzalo García,2016
48010234,230802,Azul,-,-,-,"Own,Wanttoplay",2,4,"2, 3, 4",2,30,45,1.7746,0,-,9,7.60598,98,28.72,花磚物語,Next Move Games,Philippe Guérin,Abstract Games Family Games,Components: 5 x 5 Grids Country: Portugal Digital Implementations: Apple App Store Digital Implementations: Board Game Arena Game: Azul Misc: Mensa Select Theme: Art Versions & Editions: Travel Versions of Non-Travel Games,7.81,230802.png,Chaining End Game Bonuses Grid Coverage Open Drafting Pattern Building Set Collection Square Grid Tile Placement Turn Order: Claim Action,Abstract Strategy Renaissance,Michael Kiesling,2017
69055824,287954,Azul: Summer Pavilion,-,-,-,Own,2,4,"2, 3, 4","2, 3",30,45,2.0738,0,-,6.5,7.29797,240,21.05,花磚物語：夏日盛宴|花磚物語: 夏日行宮,Next Move Games,Chris Quilliams,Abstract Games Family Games,Country: Portugal Digital Implementations: Board Game Arena Game: Azul Theme: Art Versions & Editions: Travel Versions of Non-Travel Games,8.48,287954.jpg,End Game Bonuses Open Drafting Pattern Building Set Collection Tile Placement Turn Order: Claim Action,Abstract Strategy Puzzle,Michael Kiesling,2019
133049749,418354,Babylon,-,-,-,"Own,Wanttoplay",2,4,"2,3,4",3,40,60,1.88,0,-,7.9,7.1,4109,54.45,巴比倫,,,,,,,,,,
-,219513,Bärenpark,-,-,-,-,2,4,"2, 3, 4",4,30,45,1.6605,0,-,-,7.0692,421,28.77,熊熊公園,Lookout Games,Klemens Franz,Family Games,"Animals: Bears Animals: Koalas Animals: Pandas Components: Polyominoes Digital Implementations: Board Game Arena Theme: Zoos, Aquaria, Safari Parks",6.94,219513.jpg,Grid Coverage Modular Board Open Drafting Set Collection Square Grid Tile Placement,Animals Puzzle,Phil Walker-Harding,2017
68299341,251247,Barrage,-,-,-,"Own,Wanttoplay",1,4,"2, 3, 4",4,90,180,4.1137,0,-,9.5,7.83693,40,81.09,水壩|強國爭壩,Cranio Creations,Mauro Alocci,Strategy Games,Components: Control Boards Crowdfunding: Kickstarter Digital Implementations: Board Game Arena Game: Barrage Occupation: Architect Players: Games with expansions that change player count Players: Games with Solitaire Rules Theme: Art style - Art Deco Theme: Dieselpunk Theme: Electricity Generation,13.27,251247.png,Contracts End Game Bonuses Income Network and Route Building Ownership Solo / Solitaire Game Turn Order: Stat-Based Variable Player Powers Variable Set-up Worker Placement,Economic Environmental Industry / Manufacturing,Tommaso Battista,2019
103000000,366469,Barrage: The Nile Affair Expansion,Y,-,-,Wanttoplay,2,4,"2,3,4",4,60,120,4.13,0,-,-,8.2,0,15.3,水壩尼羅河擴,,,,,,,,,,
-,760,Battle Line,-,-,-,-,2,2,2,2,30,30,1.888,0,-,-,7.16897,330,14.2,南北戦線|古戰陣 Battle Line,GMT Games,Rodger B. MacGowan,Strategy Games,Ancient: Greece Card Games: Lane Battler Digital Implementations: VASSAL Game: Schotten-Totten Players: Two-Player Only Games Series: Lunchtime Games (GMT),9.14,000760.jpg,Card Play Conflict Resolution Hand Management Melding and Splaying,Ancient Card Game,Reiner Knizia,2000
-,146439,BattleLore: Second Edition,-,-,-,-,2,2,2,2,45,90,2.7307,0,-,-,7.04449,452,81.28,戰爭之道|第二,Fantasy Flight Games,Henning Ludvigsen,Wargames,Components: Miniatures Creatures: Monsters Digital Implementations: Steam Digital Implementations: VASSAL Game: BattleLore Game: BattleLore (Second Edition) Players: Two-Player Only Games Series: Commands & Colors Setting: The Realms of Terrinoth Theme: Medieval Fantasy,11,146439.jpg,Campaign / Battle Card Driven Command Cards Dice Rolling Grid Movement Modular Board Secret Unit Deployment Variable Player Powers,Fantasy Miniatures Wargame,Richard Borg,2013
-,37111,Battlestar Galactica: The Board Game,-,-,-,-,3,6,"4, 5, 6",5,120,180,3.2513,0,-,-,7.52642,126,74.78,,Fantasy Flight Games,Kevin Childress,Thematic Games,Components: Multi-Use Cards Components: Polyhedral (not D6) dice Components: Standees Digital Implementations: VASSAL Misc: Dice Tower Hall of Fame Players: Games with expansions that change player count TV Shows: Battlestar Galactica,13.85,037111.jpg,Area Movement Cooperative Game Dice Rolling Hand Management Hidden Roles Once-Per-Game Abilities Role Playing Semi-Cooperative Game Team-Based Game Traitor Game Variable Player Powers Variable Set-up Voting,Bluffing Deduction Movies / TV / Radio theme Negotiation Political Science Fiction Space Exploration Spies / Secret Agents,Corey Konieczka,2008
81020040,333981,Bear Raid,-,-,-,"Prevowned,Wanttoplay",3,6,"3,4,5,6",4,60,60,2.89,0,-,7,6.9,3912,16.99,空頭轟炸,,,,,,,,,,
-,317985,Beyond the Sun,-,-,-,-,2,4,"2, 3, 4",3,60,120,3.1538,0,-,-,7.55685,112,54.06,,Rio Grande Games,Franz Vohwinkel,Strategy Games,Components: Control Boards Components: Dice with Icons Digital Implementations: Board Game Arena Digital Implementations: TableTop Simulator Mod (TTS) Mechanism: Tableau Building Players: Games with expansions that add solo play,12.23,317985.jpg,Area Majority / Influence Contracts End Game Bonuses Events Income Point to Point Movement Tech Trees / Tech Tracks Worker Placement,Civilization Science Fiction Space Exploration,Dennis K. Chan,2020
68828213,277927,Bites,-,-,-,"Own,Wanttoplay",2,5,"2,3,4,5",3,20,20,1.49,0,-,7.4,7.1,1970,19.78,,,,,,,,,,,
-,323612,Bitoku,-,-,-,-,1,4,"2, 3, 4",3,120,120,3.7652,0,-,-,7.20002,304,49.85,森靈之道,Devir,Edu Valls,Strategy Games,Animals: Rats Animals: Turtles Country: Japan Digital Implementations: Tabletopia Setting: Kemushi Saga Theme: Trees and Forests,12.63,323612.jpg,"Area Majority / Influence Deck, Bag, and Pool Building End Game Bonuses Hand Management Income Set Collection Solo / Solitaire Game Turn Order: Claim Action Worker Placement with Dice Workers",Fantasy Mythology,Germán P. Millán,2021
119000000,420805,Black Forest,-,-,-,Wanttoplay,1,4,"1,2,3,4",3,60,120,3.2,0,-,-,7.6,1073,34.52,翠光密林,,,,,,,,,,
99038712,311930,Block and Key,-,-,-,"Own,Wanttoplay",1,4,"2,3,4",4,20,40,1.67,0,-,8.3,7,3804,23.18,,,,,,,,,,,
33321888,29073,Blockers!,-,-,-,Prevowned,2,5,"2,3,4,5","4,5",30,40,1.69,0,-,7.5,6.6,2855,12.53,大爆格,,,,,,,,,,
-,90137,Blood Bowl: Team Manager - The Card Game,-,-,-,-,2,4,"2, 3, 4",4,60,120,2.347,0,-,-,7.04634,449,39.9,,Fantasy Flight Games,Erfian Asafat,Thematic Games,Card Games: Lane Battler Digital Implementations: VASSAL Game: Blood Bowl Setting: Warhammer Fantasy Card Games Theme: Fantasy Sports,11.7,090137.jpg,"Area Majority / Influence Deck, Bag, and Pool Building Dice Rolling Hand Management Open Drafting",Card Game Fantasy Fighting Sports,Jay Little,2011
-,240980,Blood on the Clocktower,-,-,-,-,6,21,"7, 8, 9, 10, 11, 12, 13, 14, 15, 16","9, 10, 11, 12",30,120,3.0365,0,-,-,7.71515,68,132.36,,The Pandemonium Institute,Micaela Dawn,Party Games Strategy Games,Components: Game Box Used In Play Crowdfunding: Kickstarter Game: Werewolf / Mafia Misc: Made by Panda,13.17,240980.jpg,Betting and Bluffing Deduction Hidden Roles Negotiation Prisoner's Dilemma Rock-Paper-Scissors Roles with Asymmetric Information Team-Based Game Traitor Game Variable Player Powers Voting,Bluffing Deduction Murder / Mystery Party Game,Steven Medway,2022
-,170216,Blood Rage,-,-,-,-,2,4,"3, 4",4,60,90,2.8818,0,-,-,7.72298,65,111.35,血色狂怒,Cool Mini Or Not,Henning Ludvigsen,Strategy Games,Animals: Wild boar Category: DIZED Tutorial Components: Control Boards Components: Dynamic Event Boards Components: Map (Continental / National scale) Components: Miniatures Creatures: Monsters Crowdfunding: Kickstarter Digital Implementations: Board Game Arena Digital Implementations: Steam Digital Implementations: TableTop Simulator Mod (TTS) Game: Blood Rage Misc: Watch It Played How To Videos Mythology: Norse Players: Games with expansions that change player count Theme: Vikings,11.6,170216.jpg,Action Points Area Majority / Influence Area Movement Card Play Conflict Resolution Closed Drafting Contracts Hand Management Interrupts Map Reduction Memory Simultaneous Action Selection Take That Turn Order: Progressive,Fantasy Fighting Miniatures Mythology,Eric M. Lang,2015
61742083,274688,Board Game Cafe Frenzy,-,-,-,Prevowned,2,5,"2,3,4,5",4,30,60,1.71,0,-,6,6.1,16979,20,瘋狂桌遊店,,,,,,,,,,
137081002,413246,Bomb Busters,-,-,-,"Own,Wanttoplay",2,5,"3, 4, 5",4,30,30,1.9971,0,-,8,7.60223,99,34.77,炸彈剋星,Cocktail Games,Dominique Ferland,Family Games,Digital Implementations: TableTop Simulator Mod (TTS) Mechanism: Deduction - Blind Man's Bluff,9.43,413246.png,Communication Limits Cooperative Game Deduction Memory Once-Per-Game Abilities Real-Time Scenario / Mission / Campaign Game Sudden Death Ending,Deduction,Hisashi Hayashi,2024
-,304420,Bonfire,-,-,-,-,1,4,"1, 2, 3, 4",3,70,100,3.6299,0,-,-,7.07358,416,32.39,,Hall Games,Dennis Lohausen,Strategy Games,Creatures: Dwarves & Gnomes Digital Implementations: Tabletopia Digital Implementations: Yucata Misc: LongPack Games Players: Games with expansions that change player count Players: Games with Solitaire Rules Theme: Seashells,12.38,304420.jpg,Contracts Market Pattern Building Point to Point Movement Set Collection Solo / Solitaire Game Tile Placement,Fantasy,Stefan Feld,2020
99038713,343905,Boonlake,-,-,-,Wanttoplay,1,4,"1, 2, 3",3,80,160,3.8048,0,-,-,7.01063,489,28.44,天恩湖,dlp games,Klemens Franz,Strategy Games,Animals: Cattle / Cows Components: Control Boards Components: Map (Regional scale) Components: Meeples (Animal) / Animeeples Components: Wooden pieces & boards Digital Implementations: Tabletopia Theme: Colonial,13.47,343905.jpg,End Game Bonuses Follow Hexagon Grid Income Map Addition Multi-Use Cards Point to Point Movement Solo / Solitaire Game Tile Placement Track Movement Variable Set-up,American West Civilization Economic Exploration Farming Industry / Manufacturing Territory Building,Alexander Pfister,2021
-,127060,Bora Bora,-,-,-,-,2,4,"2, 3, 4",4,60,120,3.7255,0,-,-,7.17035,326,35.44,,alea,Alexander Jung,Strategy Games,Components: Coloured Dice Islands: French Polynesia (France) Region: Oceania Series: Alea Big Box Theme: Seashells,12.73,127060.jpg,Dice Rolling Set Collection Worker Placement Worker Placement with Dice Workers,Dice,Stefan Feld,2013
-,224517,Brass: Birmingham,-,-,-,-,2,4,"2, 3, 4","3, 4",60,120,3.8626,0,-,-,8.39366,1,74.63,工業革命：伯明翰,Roxley,Gavan Brown,Strategy Games,Cities: Birmingham (England) Components: Map (Regional scale) Components: Multi-Use Cards Country: England Country: United Kingdom Crowdfunding: Kickstarter Crowdfunding: Spieleschmiede Digital Implementations: Steam Digital Implementations: Tabletopia Digital Implementations: VASSAL Food & Drink: Beer Game: Brass History: Industrial Revolution Misc: LongPack Games Misc: Watch It Played How To Videos Occupation: Engineer Organizations: The Game Artisans of Canada Theme: Canals,13.41,224517.jpg,Chaining End Game Bonuses Hand Management Income Loans Market Multi-Use Cards Network and Route Building Ownership Tags Tech Trees / Tech Tracks Tile Placement Turn Order: Stat-Based Variable Set-up,Age of Reason Economic Industry / Manufacturing Post-Napoleonic Trains Transportation,Gavan Brown,2018
-,28720,Brass: Lancashire,-,-,-,-,2,4,"2, 3, 4",4,60,120,3.8444,0,-,-,7.95996,22,40.63,工業革命|工業革命：蘭開夏,Roxley,Gavan Brown,Strategy Games,"Cities: Manchester (England, UK) Components: Map (Regional scale) Country: England Crowdfunding: Spieleschmiede Digital Implementations: Apple App Store Digital Implementations: Steam Game: Brass History: Industrial Revolution Misc: BGG Hall of Fame Misc: LongPack Games Theme: Canals",13.44,028720.jpg,Chaining End Game Bonuses Hand Management Income Loans Market Multi-Use Cards Network and Route Building Ownership Tags Tech Trees / Tech Tracks Tile Placement Turn Order: Stat-Based Variable Set-up,Age of Reason Economic Educational Industry / Manufacturing Post-Napoleonic Transportation,Martin Wallace,2007
-,136888,Bruges,-,-,-,-,2,4,"2, 3, 4","3, 4",60,60,2.7556,0,-,-,7.10119,387,70.66,布魯日,Hans im Glück,Michael Menzel,Strategy Games,Cities: Bruges (Belgium) Components: Multi-Use Cards Country: Belgium Digital Implementations: BrettspielWelt Digital Implementations: Yucata Mechanism: Tableau Building Series: Bruges,10.74,136888.jpg,Dice Rolling Hand Management Multi-Use Cards,Card Game City Building Economic Renaissance,Stefan Feld,2013
-,184921,Bunny Kingdom,-,-,-,-,2,4,"2, 3, 4","3, 4",40,60,2.3043,0,-,-,7.10557,382,26.05,兔子王國,IELLO,Paul Mafayon,Family Games Strategy Games,Animals: Rabbits / Hares Components: Miniatures Digital Implementations: Board Game Arena Game: Bunny Kingdom Players: Games with expansions that change player count Theme: Anthropomorphic Animals,9.83,184921.jpg,Area Majority / Influence Closed Drafting End Game Bonuses Grid Coverage Hand Management Simultaneous Action Selection Square Grid,Animals Medieval Territory Building,Richard Garfield,2017
34595561,181260,Burano,-,-,-,Own,2,4,"2,3,4",3,90,120,3.79,0,-,6,6.7,3651,16.71,彩色島,,,,,,,,,,
-,172081,Burgle Bros.,-,-,-,-,1,4,"1, 2, 3, 4",3,45,90,2.3144,0,-,-,7.07306,417,32.37,,Fowers Games,Virginia Critchfield,Family Games Thematic Games,Components: 3-Dimensional (3D) Components: Game Box Used In Play Crowdfunding: Kickstarter Crowdfunding: Spieleschmiede Crowdfunding: Verkami Digital Implementations: Apple App Store Digital Implementations: Board Game Arena Digital Implementations: Steam Digital Implementations: Tabletopia Digital Implementations: VASSAL Misc: LongPack Games Players: Games with Solitaire Rules Series:  Burgle Bros. Theme: Burglary and Heists Theme: Infiltration Theme: Mystery / Crime Theme: Retro,10,172081.png,Action Points Cooperative Game Dice Rolling Grid Movement Map Addition Modular Board Multiple Maps Solo / Solitaire Game Square Grid Three Dimensional Movement Variable Player Powers,Exploration Maze Print & Play Spies / Secret Agents,Tim Fowers,2015
